concept_id,concept,category,status,first_seen_paper,first_seen_year,latest_seen_paper,latest_seen_year,page_path,primary_reference_doi,openalex_id,dimensions_id,sciscinet_id,aliases
full_text_hidden_citation_corpora,Full-text hidden-citation corpora,datasets,full_text_seed,Meng et al. (2024),2024,Meng et al. (2024),2024,concepts/datasets/full_text_hidden_citation_corpora.md,10.1093/pnasnexus/pgae155,W4396694003,pub.1171389234,W4396694003,full-text citation-context corpus; unarXive hidden-citation corpus; hidden-credit text corpus; citation-context full-text data
community_assigned_catchphrases,Community-assigned catchphrases,mechanisms,full_text_seed,Meng et al. (2024),2024,Meng et al. (2024),2024,concepts/mechanisms/community_assigned_catchphrases.md,10.1093/pnasnexus/pgae155,W4396694003,pub.1171389234,W4396694003,community-named discoveries; post hoc scientific catchphrases; eponymic catchphrase formation; conceptual symbols
explicit_plus_hidden_citation_rank_shift,Explicit-plus-hidden citation rank shift,measures,full_text_seed,Meng et al. (2024),2024,Meng et al. (2024),2024,concepts/measures/explicit_plus_hidden_citation_rank_shift.md,10.1093/pnasnexus/pgae155,W4396694003,pub.1171389234,W4396694003,hidden-credit rank change; explicit-plus-hidden ranking; hidden citation rank sensitivity; credit-adjusted citation rank
hidden_citation_full_text_access_barrier,Hidden-citation full-text access barrier,validations,full_text_seed,Meng et al. (2024),2024,Meng et al. (2024),2024,concepts/validations/hidden_citation_full_text_access_barrier.md,10.1093/pnasnexus/pgae155,W4396694003,pub.1171389234,W4396694003,full-text access bottleneck; hidden-citation coverage barrier; closed-text hidden-credit bias; full-text denominator caveat
database_method_textual_acknowledgment_gap,Database and method textual-acknowledgment gap,validations,full_text_seed,Meng et al. (2024),2024,Meng et al. (2024),2024,concepts/validations/database_method_textual_acknowledgment_gap.md,10.1093/pnasnexus/pgae155,W4396694003,pub.1171389234,W4396694003,method acknowledgment gap; database textual credit gap; cited-but-not-mentioned infrastructure; tool-paper acknowledgment bias
hierarchical_map_equation_field_classification,Hierarchical map-equation field classification,methods,full_text_seed,King et al. (2017),2017,King et al. (2017),2017,concepts/methods/hierarchical_map_equation_field_classification.md,10.1177/2378023117738903,W2466144917,pub.1099634910,W3104836124,InfoMap field classification; hierarchical map equation fields; citation-network field hierarchy; random-walk field classification
article_level_eigenfactor_field_random_walks,Article-level Eigenfactor field random walks,representations,full_text_seed,King et al. (2017),2017,King et al. (2017),2017,concepts/representations/article_level_eigenfactor_field_random_walks.md,10.1177/2378023117738903,W2466144917,pub.1099634910,W3104836124,article-level Eigenfactor random walk; article citation random walk; Eigenfactor field flow; paper-level random-walk field model
self_citation_bootstrap_ratio_intervals,Self-citation bootstrap ratio intervals,methods,full_text_seed,King et al. (2017),2017,King et al. (2017),2017,concepts/methods/self_citation_bootstrap_ratio_intervals.md,10.1177/2378023117738903,W2466144917,pub.1099634910,W3104836124,bootstrap self-citation confidence intervals; self-citation ratio uncertainty; field-year self-citation bootstrap; gender self-citation bootstrap
zero_self_citation_authorship_share,Zero self-citation authorship share,measures,full_text_seed,King et al. (2017),2017,King et al. (2017),2017,concepts/measures/zero_self_citation_authorship_share.md,10.1177/2378023117738903,W2466144917,pub.1099634910,W3104836124,zero self-citation share; no-self-citation authorships; self-citation absence rate; zero self-cite mass
self_citation_team_size_denominator_effect,Self-citation team-size denominator effect,validations,full_text_seed,King et al. (2017),2017,King et al. (2017),2017,concepts/validations/self_citation_team_size_denominator_effect.md,10.1177/2378023117738903,W2466144917,pub.1099634910,W3104836124,team-size self-citation dilution; author-pair self-citation denominator; multi-author self-citation denominator; team-size self-citation caveat
ssrn_self_citation_replication_check,SSRN self-citation replication check,validations,full_text_seed,King et al. (2017),2017,King et al. (2017),2017,concepts/validations/ssrn_self_citation_replication_check.md,10.1177/2378023117738903,W2466144917,pub.1099634910,W3104836124,SSRN gender self-citation replication; disambiguated self-citation replication; SSRN self-citation validation; self-citation archive replication
matched_control_subfield_construction,Matched control subfield construction,methods,full_text_seed,Azoulay et al. (2019),2019,Azoulay et al. (2019),2019,concepts/methods/matched_control_subfield_construction.md,10.1257/aer.20161574,W2193631239,pub.1120042002,W2193631239,matched control fields; counterfactual subfield construction; same-journal-year control articles; PMRA control fields
field_year_poisson_qml,Field-year Poisson QML,methods,full_text_seed,Azoulay et al. (2019),2019,Azoulay et al. (2019),2019,concepts/methods/field_year_poisson_qml.md,10.1257/aer.20161574,W2193631239,pub.1120042002,W2193631239,conditional fixed-effects Poisson QML; field count panel model; subfield-year count model; Poisson quasi-maximum likelihood field panel
subfield_overlap_audit,Subfield overlap audit,validations,full_text_seed,Azoulay et al. (2019),2019,Azoulay et al. (2019),2019,concepts/validations/subfield_overlap_audit.md,10.1257/aer.20161574,W2193631239,pub.1120042002,W2193631239,local-field overlap check; related-article overlap audit; subfield distinctness validation; within-star overlap audit
author_field_overlap_entry_bins,Author field-overlap entry bins,measures,full_text_seed,Azoulay et al. (2019),2019,Azoulay et al. (2019),2019,concepts/measures/author_field_overlap_entry_bins.md,10.1257/aer.20161574,W2193631239,pub.1120042002,W2193631239,entrant field-overlap bins; author intellectual proximity bins; outsider overlap measure; prior field-overlap score
intellectual_rejuvenation_decomposition,Intellectual rejuvenation decomposition,measures,full_text_seed,Azoulay et al. (2019),2019,Azoulay et al. (2019),2019,concepts/measures/intellectual_rejuvenation_decomposition.md,10.1257/aer.20161574,W2193631239,pub.1120042002,W2193631239,field rejuvenation decomposition; reference-vintage field renewal; MeSH-vintage field renewal; mainstream renewal measure
subfield_coherence_barrier_measures,Subfield coherence barrier measures,measures,full_text_seed,Azoulay et al. (2019),2019,Azoulay et al. (2019),2019,concepts/measures/subfield_coherence_barrier_measures.md,10.1257/aer.20161574,W2193631239,pub.1120042002,W2193631239,subfield coherence measures; intellectual coherence barrier; social coherence barrier; field closure metrics
collaborator_resource_control_proxies,Collaborator resource-control proxies,measures,full_text_seed,Azoulay et al. (2019),2019,Azoulay et al. (2019),2019,concepts/measures/collaborator_resource_control_proxies.md,10.1257/aer.20161574,W2193631239,pub.1120042002,W2193631239,incumbent resource-control proxies; collaborator gatekeeping measures; collaborator funding control; indirect field resource control
author_level_output_reallocation_check,Author-level output reallocation check,validations,full_text_seed,Azoulay et al. (2019),2019,Azoulay et al. (2019),2019,concepts/validations/author_level_output_reallocation_check.md,10.1257/aer.20161574,W2193631239,pub.1120042002,W2193631239,output displacement check; entrant reallocation validation; aggregate output check; author-level welfare caveat
life_science_generalizability_boundary,Life-science generalizability boundary,validations,full_text_seed,Azoulay et al. (2019),2019,Azoulay et al. (2019),2019,concepts/validations/life_science_generalizability_boundary.md,10.1257/aer.20161574,W2193631239,pub.1120042002,W2193631239,biomedical external-validity boundary; life-science scope condition; field-domain generalizability caveat; biomedical scope validation
pure_citation_network_disconnected_residual,Pure citation-network disconnected residual,validations,full_text_seed,Price (1965),1965,Price (1965),1965,concepts/validations/pure_citation_network_disconnected_residual.md,10.1126/science.149.3683.510,W2088209891,pub.1062485810,W2088209891,citation-network isolates; disconnected citation residual; no-reference no-citation nodes; topical-indexing residual
annual_citation_burstiness,Annual citation burstiness,mechanisms,full_text_seed,Price (1965),1965,Price (1965),1965,concepts/mechanisms/annual_citation_burstiness.md,10.1126/science.149.3683.510,W2088209891,pub.1062485810,W2088209891,yearly citation bursts; citation volatility; capricious citation bursts; annual attention burstiness
citation_multiplicity_age_gradient,Citation multiplicity-age gradient,measures,full_text_seed,Price (1965),1965,Price (1965),1965,concepts/measures/citation_multiplicity_age_gradient.md,10.1126/science.149.3683.510,W2088209891,pub.1062485810,W2088209891,citations per cited paper by age; citation multiplicity curve; cited-paper age multiplicity; recent-paper multiplicity gradient
review_paper_front_reset,Review-paper front reset,mechanisms,full_text_seed,Price (1965),1965,Price (1965),1965,concepts/mechanisms/review_paper_front_reset.md,10.1126/science.149.3683.510,W2088209891,pub.1062485810,W2088209891,review reset; research-front review replacement; front consolidation review; review-paper citation reset
citation_topography_strips,Citation topography strips,representations,full_text_seed,Price (1965),1965,Price (1965),1965,concepts/representations/citation_topography_strips.md,10.1126/science.149.3683.510,W2088209891,pub.1062485810,W2088209891,research-front strips; citation topography; strategic centralness map; knitted strips of science
historical_publication_shock_citation_age_caveat,Historical publication-shock citation-age caveat,validations,full_text_seed,Price (1965),1965,Price (1965),1965,concepts/validations/historical_publication_shock_citation_age_caveat.md,10.1126/science.149.3683.510,W2088209891,pub.1062485810,W2088209891,wartime publication-shock caveat; citation-age production shock; growth-curve shock caveat; historical citation-age anomaly
small_world_scientific_communication_diffusion,Small-world scientific communication diffusion,mechanisms,full_text_seed,Newman (2001),2001,Newman (2001),2001,concepts/mechanisms/small_world_scientific_communication_diffusion.md,10.1073/pnas.98.2.404,W2125315567,pub.1018280471,W2125315567,small-world communication diffusion; coauthorship information diffusion; private-conversation diffusion; scientific degrees-of-separation diffusion
random_graph_collaboration_path_benchmark,Random-graph collaboration path benchmark,validations,full_text_seed,Newman (2001),2001,Newman (2001),2001,concepts/validations/random_graph_collaboration_path_benchmark.md,10.1073/pnas.98.2.404,W2125315567,pub.1018280471,W2125315567,random graph path benchmark; logN logz collaboration benchmark; small-world path null; collaboration distance random baseline
collaborator_exponent_dominance_regime,Collaborator exponent dominance regime,measures,full_text_seed,Newman (2001),2001,Newman (2001),2001,concepts/measures/collaborator_exponent_dominance_regime.md,10.1073/pnas.98.2.404,W2125315567,pub.1018280471,W2125315567,collaborator exponent regime; hub-dominated collaborator tail; tau-two collaborator threshold; degree-exponent dominance
